name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Baku,Azerbaijan",2023-12-14,7,4.8,5.9,3.8,0.1,1.7,2.7,80,0,0,0,rain,0,0,48.6,33.5,0.6,1020.3,100,10,26.9,2.3,1,10,2023-12-14T07:55:30,2023-12-14T17:14:27,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-15,10.1,5,7.6,10.1,3.1,6.6,5,84.2,0,0,0,rain,0,0,31,22.3,211.2,1023.3,83.2,9.9,56.8,4.9,3,10,2023-12-15T07:56:13,2023-12-15T17:14:42,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-16,10,5,8,10,2.5,6.9,5.5,84.3,0,0,0,,0,0,29.9,18.4,307,1024,64.4,10.3,86,7.4,4,10,2023-12-16T07:56:55,2023-12-16T17:14:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-17,9,3.8,6.6,7.3,-3.3,2.1,4.9,88.7,1,100,4.17,rain,0,0,88.9,64.8,324.7,1023.3,99.5,9.2,12.6,1.2,1,10,2023-12-17T07:57:35,2023-12-17T17:15:17,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-18,8,3,5.3,6,-4,1.9,2.2,80.9,0,0,0,rain,0,0,69.5,50,301.1,1029.7,76,10.6,61.2,5.3,3,10,2023-12-18T07:58:13,2023-12-18T17:15:39,0.19,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-19,12,5,8.1,12,2.3,6.7,2.7,69.2,99,100,4.17,rain,0,0,42.8,22.3,208,1026.9,3.7,10.6,101.9,8.8,4,10,2023-12-19T07:58:50,2023-12-19T17:16:02,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-20,11.3,4,7.8,11.3,0.6,6.5,3.7,76.3,0,0,0,,0,0,46.8,25.9,177.8,1027,29.7,10,101.5,8.9,4,10,2023-12-20T07:59:24,2023-12-20T17:16:27,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-21,12,7,9.1,12,3.8,7.2,5,75.8,0,0,0,,0,0,54.7,36.4,179.6,1018.5,31.3,10.6,100.3,8.6,4,10,2023-12-21T07:59:57,2023-12-21T17:16:55,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-22,13,8.8,10.2,13,5.1,8.9,3.9,65.6,0,0,0,,0,0,60.8,40.7,190,1004.7,67.4,9.8,68.5,6,4,10,2023-12-22T08:00:28,2023-12-22T17:17:24,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-23,21,8,13.5,21,4.8,13.1,3.7,53.2,0,0,0,,0,0,68.8,37.1,205.9,997.7,59.6,10,96.4,8.2,4,10,2023-12-23T08:00:57,2023-12-23T17:17:56,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-24,18,7.9,12,18,3.5,10.7,1.4,53.8,0,0,0,rain,0,0,70.6,48.2,227,1002.2,63,10,89.2,7.7,4,10,2023-12-24T08:01:23,2023-12-24T17:18:29,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-25,11,4,7.3,11,-0.5,4.3,2.1,71.4,99.4,100,4.17,rain,0,0,76,55.4,281.1,1014,44.9,10.6,103.6,8.8,4,10,2023-12-25T08:01:48,2023-12-25T17:19:05,0.44,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-26,16,5,10,16,3.3,8.6,2.3,60.8,0,0,0,,0,0,71.6,40.4,193.3,1013.6,48.9,10,100,8.6,4,10,2023-12-26T08:02:10,2023-12-26T17:19:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-27,16.4,3,10.7,16.4,2.1,10,5.5,72.4,0,0,0,,0,0,65.9,40.7,192.5,1018.7,9.5,10.6,100.4,8.6,4,10,2023-12-27T08:02:31,2023-12-27T17:20:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2023-12-28,18,5.9,10,18,1.3,7.8,2.8,62.4,0.3,100,4.17,rain,0,0,91.1,60.4,322.1,1017.7,72.8,10,85.2,7.3,4,10,2023-12-28T08:02:49,2023-12-28T17:21:03,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-29,11,5,7.8,11,3.3,6.2,3.4,74.2,99,100,4.17,rain,0,0,54.7,29.5,182.3,1029,68.4,10,86.5,7.5,4,10,2023-12-29T08:03:05,2023-12-29T17:21:46,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-30,12.1,7,9.4,12.1,3.4,7.4,-0.8,49.7,0,0,0,,0,0,60.8,33.5,186.9,1022,9,10,104.7,9,5,10,2023-12-30T08:03:19,2023-12-30T17:22:31,0.61,Clear,Clear conditions throughout the day.,clear-day,"37864099999,UBBB"
"Baku,Azerbaijan",2023-12-31,13.3,5.2,9,13.3,3,7.7,2.7,67.7,0,0,0,,0,0,46.8,29.5,195.2,1017,54.9,10.4,104.5,9,5,10,2023-12-31T08:03:31,2023-12-31T17:23:18,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-01,14,5,9,14,2.5,7.5,4.4,74.6,0,0,0,,0,0,55.8,37.1,333.4,1022.6,48.1,9.9,98.2,8.4,4,10,2024-01-01T08:03:41,2024-01-01T17:24:06,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-02,13,3,9.1,13,0.9,8,6.4,84.4,0,0,0,,0,0,59,38.5,169.1,1019.6,55.8,8.9,90.8,7.8,4,10,2024-01-02T08:03:48,2024-01-02T17:24:56,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-03,11,8,9.8,11,4,8,4.7,70.9,0,0,0,,0,0,70.6,51.8,244.3,1008.9,77.9,9.9,79.4,6.8,3,10,2024-01-03T08:03:53,2024-01-03T17:25:47,0.74,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-04,13,3,9,13,0.6,7.8,5,76.9,0,0,0,,0,0,64.8,48.6,190,1011.7,65.6,10,72.1,6.3,3,10,2024-01-04T08:03:56,2024-01-04T17:26:40,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-05,13.3,7,10.9,13.3,4.3,10,5,67.7,0,0,0,,0,0,59.4,40.7,268.8,1009.1,71.4,10,84.2,7.2,4,10,2024-01-05T08:03:57,2024-01-05T17:27:34,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-06,13,4,9.2,13,1.2,8,4.4,72.9,0,0,0,,0,0,81.7,63,323.7,1017.3,69.3,10,81.1,6.9,4,10,2024-01-06T08:03:55,2024-01-06T17:28:30,0.83,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-07,14,3,9,14,-0.7,8.2,4.2,73.9,0,0,0,,0,0,63.7,40.7,183.7,1019.5,17.7,9.8,107.8,9.2,5,10,2024-01-07T08:03:51,2024-01-07T17:29:27,0.87,Clear,Clear conditions throughout the day.,clear-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-08,11,6.9,9.2,11,4.6,7.7,5,75.9,0,0,0,,0,0,57.6,38.7,274.1,1011.7,71.8,10.6,69,6.1,3,10,2024-01-08T08:03:45,2024-01-08T17:30:26,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-09,11.8,4.7,8.4,11.8,3.6,7.3,5.6,83.1,0,0,0,,0,0,59.8,40.7,324.6,1010.8,79.2,10.3,104,8.9,5,10,2024-01-09T08:03:37,2024-01-09T17:31:25,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-10,6,2,3.4,2.6,-4.1,-1.5,-1.2,72.4,0,0,0,rain,0.3,0,78.5,60.4,346.7,1019.2,85.9,10,24.3,2,1,10,2024-01-10T08:03:27,2024-01-10T17:32:26,0.96,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-11,7.1,3,5.2,4.8,-1.2,1.8,-0.1,69.1,0,0,0,,0,0,40,25.9,29.7,1020.4,73.1,10,85.3,7.2,4,10,2024-01-11T08:03:14,2024-01-11T17:33:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-12,10,4.9,7,10,1.8,4.7,2.2,72.2,0,0,0,,0,0,45.4,25.9,191.3,1004.6,63.3,10,104.8,9,5,10,2024-01-12T08:02:59,2024-01-12T17:34:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-13,6.1,-0.2,3.1,3,-7.8,-2.9,0,80.7,0.4,100,4.17,"rain,snow",0.4,0,81.7,58.4,330.8,1012.1,86.8,9.8,34.5,2.9,2,10,2024-01-13T08:02:42,2024-01-13T17:35:35,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-14,1,-1,-0.2,1,-7.7,-4,-2.4,85.4,2,100,4.17,"rain,snow",4.4,1.4,38.2,29.5,17.7,1024,85.6,5.8,51.1,4.5,2,10,2024-01-14T08:02:22,2024-01-14T17:36:40,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-15,5,0.7,2.4,3,-4,-0.6,-1.6,75.9,0,0,0,snow,0,0.4,61.9,34.6,185.5,1020.2,41.1,10,107.4,9.4,5,10,2024-01-15T08:02:01,2024-01-15T17:37:46,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-16,10,1.1,6,10,-1.9,2.7,-0.5,64.4,0,0,0,,0,0.4,75.6,50.2,201.2,1017.3,40.7,10,119.3,10.3,5,10,2024-01-16T08:01:37,2024-01-16T17:38:53,0.17,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-17,9,4,7.1,5.5,0.6,2.3,2.1,71.6,0,0,0,,0,0.1,88.9,66.6,310.8,1016,51.2,10,115.5,9.9,5,10,2024-01-17T08:01:11,2024-01-17T17:40:00,0.2,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-18,8.1,5,6.5,6.5,1.4,3.5,2.4,75.2,0,0,0,,0,0.2,46.4,29.5,331.8,1026.6,63.6,10,115.4,10,5,10,2024-01-18T08:00:43,2024-01-18T17:41:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-19,9,6.8,7.5,6.1,2.4,4.1,5,84.5,0,0,0,,0,0,59.4,33.5,173.9,1021.6,83.9,9.7,37.6,3.3,2,10,2024-01-19T08:00:13,2024-01-19T17:42:17,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-20,12,5.9,8.3,12,1.7,6.1,4.5,77.9,0,0,0,,0,0,55.8,33,191.1,1016.4,86.2,10.6,103.5,9,5,10,2024-01-20T07:59:40,2024-01-20T17:43:27,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-01-21,8.6,5,6.5,6.6,-0.2,3.1,4.6,87.6,0,0,0,,0,0,74.9,56.6,331.3,1017.4,86.3,6.6,108.6,9.5,4,10,2024-01-21T07:59:06,2024-01-21T17:44:37,0.35,Partially cloudy,Partly cloudy throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-22,6,3,4.2,0,-3.4,-2.3,0.8,78.8,0.4,100,4.17,snow,0,0,76.6,60.4,328.1,1027.8,98.6,10,48.7,4.2,2,10,2024-01-22T07:58:30,2024-01-22T17:45:48,0.38,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-23,4,2,3.1,-1.5,-3.9,-2.6,-0.9,75.4,0,0,0,"rain,snow",0.3,0,62,48.2,352.7,1031.9,97.4,10,56.4,4.9,2,10,2024-01-23T07:57:51,2024-01-23T17:46:59,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-24,3,0,1.9,2,-6,-3.3,-3,70.6,99.3,100,4.17,"rain,snow",1.8,0.1,55.4,37.1,6.4,1029,96.6,9.1,52.3,4.4,3,10,2024-01-24T07:57:11,2024-01-24T17:48:11,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-25,4.2,0,2.4,1.1,-5,-1.4,-1.3,77,99,100,4.17,rain,0,0,44.6,29.5,171.3,1023.3,71.5,9.9,124.4,10.8,5,10,2024-01-25T07:56:29,2024-01-25T17:49:23,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-26,9,0.7,4.2,6.7,-4.3,0.7,-0.3,73.7,99.6,100,4.17,rain,0,0,52.2,29.5,183.9,1016.5,57.8,10,126.4,10.9,5,10,2024-01-26T07:55:44,2024-01-26T17:50:35,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-27,9,4,6,7.3,-0.2,3.8,3.8,86,0,0,0,rain,0,0.3,46.8,33.5,336.7,1013.6,96.4,9.8,33.5,2.7,2,10,2024-01-27T07:54:58,2024-01-27T17:51:48,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-28,6.2,4,5.1,1.1,-1.4,0.3,2.5,83.5,0,0,0,rain,0,0,54.7,37.1,322.1,1018.6,77.8,10,99.5,8.5,4,10,2024-01-28T07:54:10,2024-01-28T17:53:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-29,5,3.9,4.2,1.6,-0.8,0.1,1.6,83.6,0.5,100,4.17,"rain,snow",0,0,33.1,29.5,328.2,1027.5,95.6,10,61.9,5.3,3,10,2024-01-29T07:53:20,2024-01-29T17:54:14,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-30,4,-1,2.7,-0.5,-4,-2.6,-1.6,73.8,99,100,4.17,snow,0,0,40.3,40.7,340.8,1033.9,85.7,10,91.7,7.8,4,10,2024-01-30T07:52:29,2024-01-30T17:55:27,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-01-31,7,-1,2.5,7,-3.7,0.7,-1.2,77.9,0,0,0,,0,0,21.6,14.8,301,1032.1,46.9,9.9,137.5,11.8,5,10,2024-01-31T07:51:35,2024-01-31T17:56:40,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-01,8.9,1,4.6,5.6,-3.1,1.6,1.2,79.3,0,0,0,,0,0,40.3,29.5,160.2,1026,39.1,9.9,136.1,11.7,5,10,2024-02-01T07:50:40,2024-02-01T17:57:54,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-02,8,0,4.3,6.8,-1.4,2.2,1.4,82.1,0,0,0,,0,0,37.8,18.4,311.4,1018.4,13.9,10,140.6,12.1,6,10,2024-02-02T07:49:43,2024-02-02T17:59:08,0.75,Clear,Clear conditions throughout the day.,clear-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-02-03,9,-3,4,6,-3,2,0.3,78.8,0,0,0,,0,0,29.9,33.5,216.6,1016.9,37.2,9.1,142,12.3,6,10,2024-02-03T07:48:44,2024-02-03T18:00:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-04,12,2,5,12,-0.2,3.2,2.2,83.6,0,0,0,,0,0,31.3,25.9,284.2,1014.7,58.8,9.7,144.9,12.5,6,10,2024-02-04T07:47:44,2024-02-04T18:01:35,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-05,16,-2,8.4,16,-4.8,7.4,-1.5,57.6,0,0,0,,0,0,76.3,40.1,231,1006.5,54.1,8.3,128.1,11.1,5,10,2024-02-05T07:46:42,2024-02-05T18:02:48,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-06,14,4.9,8.8,14,1,6,-0.5,54.9,0.6,100,4.17,rain,0,0,100.8,59.4,275.9,1003.8,84.9,10,93,8,4,10,2024-02-06T07:45:38,2024-02-06T18:04:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-07,12.4,3,8.3,12.4,0.9,7.5,3.4,72.2,0,0,0,,0,0,65.9,33.5,178,1013.2,70.6,10,138.2,11.9,6,10,2024-02-07T07:44:33,2024-02-07T18:05:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-08,24,8.6,15.2,24,4.8,14.8,1.9,44.1,0,0,0,,0,0,78.8,51.3,210,1009.8,11.6,10,154.1,13.3,6,10,2024-02-08T07:43:27,2024-02-08T18:06:29,0.95,Clear,Clear conditions throughout the day.,wind,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-09,17.1,7,12.3,17.1,4.3,12,2.5,53.5,0,0,0,,0,0,79.6,44.7,272,1010.9,69.4,10,136.2,11.8,6,10,2024-02-09T07:42:19,2024-02-09T18:07:42,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-10,15,6,10.5,15,3.6,9.5,4.5,67.5,0,0,0,,0,0,54.7,25.9,222.3,1015.7,21.6,10,155.7,13.4,6,10,2024-02-10T07:41:09,2024-02-10T18:08:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-11,20,7,11.7,20,3.4,10.7,4.6,65.1,0,0,0,,0,0,50.8,25.9,165.4,1018.2,22.6,10,149.6,13,5,10,2024-02-11T07:39:58,2024-02-11T18:10:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-12,16,4,9.7,16,3.3,9,5.5,76.9,0,0,0,,0,0,35.6,22.3,146.5,1019.5,48.5,9.1,141,12.1,5,10,2024-02-12T07:38:46,2024-02-12T18:11:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-13,16,7,10.9,16,3.4,9.6,6.7,77.4,0,0,0,,0,0,49.3,33.5,151.2,1013.8,87.8,7.9,131.6,11.4,6,10,2024-02-13T07:37:32,2024-02-13T18:12:33,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-14,11,4.9,7,11,1.8,4.4,5.4,90.3,0,0,0,,0,0,32.4,25.9,332.5,1012.7,90.8,6.1,125.9,10.8,5,10,2024-02-14T07:36:17,2024-02-14T18:13:45,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-15,8,6,6.9,4.5,0.6,2.5,5.7,92.8,0,0,0,rain,0,0,57.6,44.6,336.6,1017,100,4.9,91.5,7.9,5,10,2024-02-15T07:35:01,2024-02-15T18:14:57,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-16,7,2.8,4.9,2.7,-2.5,-0.2,3.9,93.4,11,100,4.17,rain,0,0,56.5,43.6,3.6,1022.6,99.5,8,7.7,0.7,0,10,2024-02-16T07:33:44,2024-02-16T18:16:09,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-17,3,1.9,2.7,-1.5,-4.2,-2.7,-0.9,77,0.4,100,4.17,"rain,snow",0,0,46.8,33.5,14.6,1023.7,98.4,7.8,85.3,7.3,4,10,2024-02-17T07:32:25,2024-02-17T18:17:20,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-18,3,1.5,2.1,2,-4.2,-2.5,-3,69.1,0,0,0,snow,0,0,45.7,33.5,11.4,1026.4,93.4,6.7,145.4,12.7,5,10,2024-02-18T07:31:06,2024-02-18T18:18:31,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-19,6,1,3.4,3,-1.4,0.6,-0.6,75.7,0,0,0,rain,0,0,25.6,25.9,121.7,1025.3,97.3,9.1,151.3,13,6,10,2024-02-19T07:29:45,2024-02-19T18:19:42,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-20,7,5,5.8,6,0.1,2.7,4.3,90.4,0,0,0,rain,0,0,44.6,33.5,313.6,1024,93.5,9.1,118.9,10.2,5,10,2024-02-20T07:28:23,2024-02-20T18:20:53,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-21,6,4.6,5,2.5,0.8,1.6,2.1,81.4,0,0,0,rain,0,0,34.6,22.3,1.5,1027.6,98.4,10,72.6,6.2,3,10,2024-02-21T07:27:00,2024-02-21T18:22:03,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-22,6,3.7,4.8,5.1,0.6,2.6,1.8,80.9,99.3,100,4.17,rain,0,0,11.5,14.8,39.2,1027.3,99.1,9.8,18.9,1.5,1,10,2024-02-22T07:25:36,2024-02-22T18:23:13,0.42,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-23,6,3.8,4.8,6,-0.5,2.1,2.9,87.4,101.3,100,8.33,rain,0,0,40.3,22.3,52.4,1027.3,100,9.3,9,0.8,0,10,2024-02-23T07:24:11,2024-02-23T18:24:23,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-24,6,2,4.4,2.1,-2.5,0.5,-0.1,72.6,0,0,0,"rain,snow",0,0,39.6,29.5,12.9,1032.6,77.7,10,87.8,7.6,4,10,2024-02-24T07:22:45,2024-02-24T18:25:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-25,5,1,3,-0.2,-4.3,-1.9,-4.7,57.1,0,0,0,snow,0,0,36.4,37.1,17.5,1035.8,65.8,10,176.7,15.2,7,10,2024-02-25T07:21:18,2024-02-25T18:26:41,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-26,5,-2,2.1,2.2,-5.6,-1.3,-5.1,59.9,0,0,0,,0,0,23.4,18.4,18.7,1035.8,47.6,10,193.8,16.8,7,10,2024-02-26T07:19:50,2024-02-26T18:27:50,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-27,6,-3,1.3,6,-7.2,-0.8,-4.9,65.8,0,0,0,,0,0,16.2,18.4,15.6,1033.3,45,10.6,182.5,15.8,7,10,2024-02-27T07:18:22,2024-02-27T18:28:59,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB,remote"
"Baku,Azerbaijan",2024-02-28,7,-5,1.9,4.1,-6.1,-0.5,-3.8,67.7,0,0,0,,0,0,20.2,22.3,346.8,1032.6,72.1,10,174.8,15.2,7,10,2024-02-28T07:16:53,2024-02-28T18:30:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-02-29,8.2,0,3.9,7.3,-2.4,2.4,-1.3,69.8,0,0,0,,0,0,15.5,18.4,35.8,1032.2,65.8,10,195.5,16.8,7,10,2024-02-29T07:15:23,2024-02-29T18:31:14,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-03-01,9.1,-3,3.6,6.9,-3,2,-1.2,72.9,0,0,0,,0,0,28.4,25.9,151.1,1031.3,14.7,10,201.7,17.4,7,10,2024-03-01T07:13:52,2024-03-01T18:32:22,0.7,Clear,Clear conditions throughout the day.,clear-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-03-02,10.4,0,6.3,10.4,-2.6,4.3,1.5,73.1,0,0,0,,0,0,29.2,29.5,135.4,1025.2,56,10,163.8,14.1,6,10,2024-03-02T07:12:20,2024-03-02T18:33:29,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-03-03,11,3,7.2,11,-0.7,5.2,1.2,67.2,0,0,0,,0,0,26.6,33.5,133.5,1020.1,79.4,10,172.9,15,7,10,2024-03-03T07:10:48,2024-03-03T18:34:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37864099999,UBBB"
"Baku,Azerbaijan",2024-03-04,10,2,5.6,10,-1.2,3.9,1,73.6,0,0,0,,0,0,15.5,18.4,12.6,1020.1,94.1,10,168.9,14.7,6,10,2024-03-04T07:09:15,2024-03-04T18:35:43,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"37864099999,UBBB"
